age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income>50K
43,2,6,8,0,3,2,0,1,0,0,59,0,1
25,0,28,2,0,9,2,0,1,3,0,39,20,0
22,0,2,9,1,4,3,0,0,0,0,41,0,0
39,4,10,8,0,10,2,0,1,0,0,39,0,0
1,0,5,4,2,2,5,0,0,0,0,19,0,0
29,0,5,12,0,4,2,0,1,0,0,54,0,1
27,1,4,8,1,1,5,2,1,0,0,29,0,0
3,0,14,7,2,2,1,0,1,0,0,24,0,0
17,0,12,8,1,2,1,0,0,0,0,39,0,0
47,0,11,8,2,4,3,0,1,0,0,39,0,0
23,1,9,8,1,9,3,0,1,8,0,49,0,1
18,0,1,8,0,10,2,0,1,0,0,39,0,0
15,0,9,11,2,7,5,0,1,0,0,39,0,0
5,0,4,7,0,1,2,0,1,0,0,39,0,0
7,0,11,10,2,8,4,0,0,0,0,35,0,0
4,0,11,9,2,6,1,0,0,0,0,7,0,0
29,0,10,12,1,3,3,0,1,0,0,59,0,1
43,0,6,8,0,10,2,0,1,0,0,49,0,0
42,0,9,13,0,4,2,0,1,15,0,39,9,1
50,4,11,8,4,8,5,0,0,0,0,34,0,1
21,0,18,10,0,5,0,0,0,0,37,34,0,1
13,0,7,9,1,1,1,0,1,0,0,39,0,0
16,5,4,12,1,4,3,1,0,0,0,39,0,0
23,0,18,12,0,5,2,0,1,0,38,49,0,1
41,0,8,8,4,4,5,0,0,0,0,44,0,0
41,0,12,13,0,5,2,0,1,0,0,39,0,1
34,2,3,8,5,3,3,0,1,0,0,59,0,0
28,2,23,12,0,9,2,0,1,15,0,64,0,1
40,0,7,10,0,1,2,4,1,0,0,39,0,1
10,0,3,13,2,4,3,0,0,0,0,47,0,0
6,8,10,9,2,14,1,0,0,0,0,39,16,0
10,1,1,10,2,9,1,0,1,0,0,64,0,0
17,0,15,12,0,5,2,0,1,0,0,39,0,1
20,1,9,10,0,9,2,0,1,0,0,59,0,1
29,0,21,9,0,3,2,0,1,0,0,39,0,1
40,4,2,15,1,5,3,0,0,0,33,37,0,0
7,0,13,9,2,3,1,0,1,0,0,35,13,0
7,0,25,9,2,2,3,4,1,0,0,24,0,0
19,4,14,12,1,5,3,0,1,0,0,39,0,0
23,0,6,12,0,5,0,0,0,7,0,31,0,1
29,0,1,8,1,1,3,0,1,0,0,39,0,0
5,0,9,9,2,3,1,0,0,0,0,24,0,0
40,5,6,8,0,8,2,0,1,0,0,39,0,0
15,3,6,8,2,6,1,0,0,0,0,39,0,0
28,0,17,7,2,10,3,4,1,0,0,35,0,0
5,8,24,9,2,14,4,0,1,0,0,9,0,0
15,0,18,8,0,6,2,0,1,5,0,39,0,0
4,0,10,8,2,6,1,0,1,0,0,37,0,0
1,8,2,6,2,14,1,4,0,0,0,39,0,0
28,3,11,8,0,8,2,0,1,0,0,39,0,1
3,0,19,9,2,2,1,0,0,0,0,22,0,0
55,8,11,8,4,14,5,0,1,0,0,23,0,0
7,0,17,9,2,3,3,0,0,0,0,39,0,0
5,0,18,8,2,1,1,0,1,0,0,39,20,0
13,5,13,13,0,5,2,0,1,0,0,14,0,0
17,0,10,9,3,2,3,0,0,0,0,29,0,0
30,0,22,8,1,4,3,0,1,0,0,47,0,1
5,8,24,9,2,14,1,4,0,0,0,39,0,0
20,2,19,9,0,3,2,0,1,15,0,59,0,1
54,1,1,13,0,5,2,0,1,9,0,29,0,1
3,0,11,8,2,6,3,0,0,0,0,36,0,0
13,0,9,9,0,4,1,4,0,0,0,39,0,0
18,0,11,11,2,3,5,0,1,0,0,49,0,0
10,0,7,9,2,4,3,0,1,0,0,39,0,0
14,0,18,12,2,4,3,0,0,0,0,39,0,0
18,0,9,9,2,8,3,0,0,0,0,39,0,0
8,8,10,12,2,14,3,1,1,0,0,24,27,0
12,0,13,8,2,3,1,0,1,0,0,47,0,0
8,8,10,9,2,14,1,0,1,0,0,39,0,0
60,0,12,12,0,8,2,0,1,20,0,49,0,1
3,0,13,7,2,6,1,0,1,0,0,39,0,0
29,0,13,5,0,1,2,0,1,2,0,39,0,0
8,1,4,9,2,5,3,1,1,0,0,29,0,1
21,0,12,12,0,1,2,0,1,0,0,39,0,1
8,0,27,12,0,5,2,0,1,0,0,29,0,0
8,0,13,12,2,8,3,0,0,0,0,41,0,0
24,0,1,8,0,7,2,0,1,0,0,44,0,1
4,0,19,9,2,6,1,0,1,0,0,19,0,0
7,4,14,6,0,6,2,0,1,0,0,39,0,0
9,0,14,9,2,2,3,3,0,0,0,39,0,0
48,0,11,11,2,5,4,0,0,0,0,29,0,0
37,4,12,13,0,5,2,0,1,0,39,54,0,1
12,0,12,9,0,8,1,0,0,0,0,39,0,0
36,4,13,13,0,5,2,4,1,0,0,39,0,1
12,0,16,14,2,5,3,4,1,0,0,49,0,0
15,0,13,11,0,4,2,0,1,0,0,54,0,1
61,0,9,12,2,5,3,0,0,0,0,9,0,0
6,0,5,8,2,0,1,0,1,0,0,39,0,0
1,8,53,6,2,14,1,0,0,0,0,19,0,0
22,0,21,12,2,4,3,0,1,0,0,54,0,0
29,8,15,6,1,14,1,4,1,0,0,39,0,0
9,4,16,9,2,8,5,4,0,0,0,39,0,0
34,0,16,8,0,1,2,0,1,0,0,39,0,1
37,4,13,8,0,4,2,0,1,0,0,59,0,0
8,0,18,8,2,9,3,0,1,0,0,39,0,0
17,0,8,8,0,8,2,0,1,0,0,49,0,1
41,3,2,13,0,4,2,4,1,15,0,39,0,1
23,0,24,14,0,4,0,0,0,15,0,47,0,1
14,0,5,9,1,10,3,0,1,0,0,29,0,0
15,3,10,8,0,8,2,0,1,0,0,39,0,1
23,5,21,9,2,10,1,4,1,0,0,39,0,0
14,0,10,12,2,3,1,0,0,0,0,64,0,0
32,0,6,9,3,8,5,0,0,0,0,43,0,0
46,8,6,13,0,14,0,0,0,0,0,39,0,0
23,0,11,8,0,7,2,0,1,0,0,44,0,1
18,0,12,8,2,10,1,0,1,0,39,39,0,0
29,0,16,13,0,4,2,0,1,0,0,49,0,1
16,0,15,6,1,7,5,0,0,0,0,39,0,0
24,3,1,9,2,8,3,0,0,0,0,49,0,0
1,0,10,5,2,2,1,0,0,0,0,14,0,0
3,8,9,5,2,14,1,4,1,0,0,24,0,0
9,0,17,8,0,0,2,0,1,0,0,83,0,0
26,0,11,9,0,10,2,0,1,0,0,56,0,0
50,0,1,12,0,11,4,0,1,0,0,98,0,0
47,1,1,8,4,3,3,0,1,0,0,69,0,0
27,0,12,3,0,2,2,0,1,0,0,24,0,0
10,0,30,8,2,6,3,0,1,0,0,19,20,0
7,0,3,8,0,7,0,0,0,0,0,39,0,1
23,0,11,14,0,4,2,0,1,0,0,54,0,1
31,2,22,8,0,4,2,0,1,0,0,39,0,1
20,0,23,8,2,7,3,4,0,0,0,47,0,0
19,0,14,8,0,1,2,0,1,0,0,39,0,0
9,0,1,8,2,9,3,0,1,0,0,39,0,0
5,5,19,9,2,8,1,0,0,0,0,14,0,0
30,0,4,8,0,11,0,0,0,0,0,39,0,0
27,0,8,5,0,6,2,4,1,0,0,39,0,0
15,5,13,15,0,5,2,0,1,0,39,69,0,1
25,0,20,8,1,1,5,0,0,0,0,59,0,0
34,0,9,8,4,8,5,0,0,0,0,34,0,0
20,0,21,6,3,4,3,0,0,0,0,31,0,0
15,8,4,8,3,14,1,0,0,0,0,19,0,0
29,1,9,3,0,4,2,0,1,0,0,64,0,1
34,0,12,6,0,4,2,0,1,0,0,49,0,1
36,0,12,3,0,4,0,0,0,0,0,49,0,0
24,0,22,15,0,5,2,0,1,0,0,39,0,1
39,0,5,12,0,4,2,0,1,15,0,54,0,1
48,8,11,5,0,14,2,0,1,0,0,55,0,1
35,2,10,14,0,5,2,0,1,0,0,39,0,1
14,0,0,9,0,5,2,0,1,7,0,39,0,1
40,5,3,13,1,5,3,0,0,0,0,38,0,0
19,0,7,8,0,4,2,0,1,0,0,47,0,0
39,1,18,5,0,3,2,0,1,0,0,34,0,0
14,0,10,8,2,0,5,0,0,0,0,39,0,0
18,0,13,8,2,1,3,0,1,0,0,39,0,0
20,0,13,10,0,5,0,0,0,0,0,39,0,1
27,2,4,8,0,1,2,0,1,0,0,59,0,0
8,4,12,9,2,12,3,0,1,0,0,49,0,0
14,0,35,5,0,2,2,4,1,0,0,39,0,0
17,4,3,10,2,12,3,0,1,0,0,69,0,0
16,0,16,11,2,5,3,0,1,0,0,39,41,0
13,3,7,12,2,5,3,0,0,0,0,39,0,0
34,0,10,8,0,7,2,0,1,3,0,46,0,0
2,0,1,6,2,5,1,0,1,0,0,14,0,0
4,0,15,6,2,3,1,0,0,0,0,24,0,0
29,5,12,13,0,5,2,0,1,0,0,44,0,1
6,0,22,9,2,3,3,0,1,0,0,34,41,0
29,0,11,14,0,4,2,0,1,0,0,39,0,1
25,0,12,8,0,7,2,0,1,0,0,39,0,0
26,4,12,3,5,2,3,0,0,0,0,34,3,0
8,0,28,12,2,3,3,0,1,0,0,39,0,0
6,0,19,8,2,6,5,0,1,0,0,34,0,0
12,0,17,8,0,4,2,0,1,0,0,44,0,1
7,0,21,9,2,6,1,0,1,0,0,34,0,0
5,0,13,3,2,9,1,0,0,0,0,37,0,0
7,0,10,12,2,8,3,1,0,0,0,19,0,0
29,0,9,9,1,8,5,0,0,0,0,47,0,0
25,0,6,8,1,3,5,0,0,0,0,39,0,0
33,3,14,8,0,8,2,0,1,0,0,39,0,1
22,0,28,9,2,2,1,4,0,0,0,39,0,0
21,0,10,8,2,6,3,0,1,0,0,39,0,0
54,0,19,12,4,7,4,1,1,0,0,31,15,0
8,0,6,8,2,8,3,0,0,2,0,39,0,0
12,4,26,12,2,5,3,0,0,0,0,39,0,0
8,0,4,10,2,8,1,1,0,0,0,19,0,0
67,2,15,5,0,9,2,0,1,20,0,49,0,1
53,0,14,15,0,5,2,0,1,0,0,39,11,1
21,0,16,8,2,8,5,4,0,0,0,39,0,0
12,0,5,12,2,4,3,0,0,0,0,39,0,0
38,0,6,9,1,8,3,0,0,0,0,39,0,0
55,0,9,8,0,4,2,0,1,0,47,44,0,1
40,5,5,8,4,8,5,1,0,0,0,39,0,0
11,4,18,12,2,5,3,3,0,0,0,44,41,0
26,1,17,13,0,3,2,0,1,99,0,79,0,1
5,0,12,8,2,3,1,0,1,0,0,43,0,0
13,0,10,10,0,5,2,0,1,0,0,39,0,0
11,0,17,3,2,2,3,0,1,0,0,23,41,0
16,0,22,12,2,5,3,0,1,0,0,49,0,1
15,0,21,9,2,8,3,0,1,0,0,39,0,0
22,0,2,9,3,2,3,0,0,4,0,71,0,0
39,5,7,15,0,5,2,1,1,0,0,39,7,1
32,0,8,8,0,10,2,0,1,0,0,44,0,0
42,1,1,8,4,9,3,0,1,0,0,79,0,0
7,0,4,9,2,8,3,0,0,0,0,39,0,0
12,5,17,9,2,8,3,0,0,0,0,49,0,0
33,4,7,9,0,4,2,0,1,0,0,45,0,0
35,0,3,8,5,2,5,0,0,0,0,39,0,0
7,0,11,8,3,1,1,0,1,0,0,52,0,0
24,1,5,8,1,4,3,4,1,0,0,49,0,0
43,0,5,8,1,2,3,1,1,0,0,39,11,0
31,0,7,12,1,1,3,0,0,0,0,49,0,0
21,0,15,8,0,10,2,0,1,0,0,49,0,0
23,0,3,11,1,4,5,0,1,1,0,39,0,0
27,0,3,9,0,1,2,0,1,0,0,59,0,0
24,0,18,10,0,9,2,0,1,0,0,59,0,0
32,0,6,5,0,10,2,0,1,0,0,39,0,1
13,0,12,4,2,3,3,0,0,0,0,47,0,0
32,0,11,9,0,3,2,0,1,0,0,49,0,1
21,0,3,12,2,9,3,0,1,0,0,29,0,0
3,0,14,8,2,3,3,0,1,4,0,47,0,0
12,0,9,5,2,2,1,4,0,0,0,29,0,0
40,0,10,2,0,1,2,4,1,0,0,39,37,0
29,0,10,8,1,10,1,0,1,0,0,59,0,0
44,5,6,9,0,12,2,0,1,0,0,39,0,0
37,5,3,13,0,4,2,0,1,0,0,41,0,1
21,5,24,8,0,8,2,0,1,0,0,39,0,0
15,0,15,8,0,2,2,0,1,0,0,39,0,0
13,0,14,10,6,9,2,0,1,0,0,43,0,1
15,8,13,8,4,14,5,0,0,0,0,35,0,0
23,0,20,8,0,10,2,4,1,0,0,39,12,0
15,4,9,12,0,5,2,0,1,0,0,39,0,1
26,0,5,12,0,4,2,0,1,15,0,44,0,1
1,0,12,6,2,6,1,0,0,0,0,15,0,0
3,0,16,8,2,2,1,0,0,0,0,19,0,0
8,0,14,12,2,2,3,1,1,0,0,31,0,0
46,0,17,8,0,9,2,0,1,6,0,39,0,1
18,0,8,1,2,2,4,0,0,0,0,39,31,0
31,2,13,13,0,4,2,0,1,15,0,54,0,1
42,0,11,12,2,5,3,0,0,0,0,61,4,0
7,0,21,10,2,5,3,0,0,0,0,35,0,0
17,0,17,8,2,2,5,4,0,0,0,39,0,0
60,0,8,8,4,8,3,0,1,0,0,5,0,0
24,0,11,8,1,4,5,0,0,0,0,49,0,0
12,0,4,3,1,2,5,0,0,0,0,49,0,0
25,0,19,9,0,0,0,0,0,0,0,39,0,0
30,4,19,8,0,12,2,0,1,7,0,95,0,1
6,3,16,9,2,8,3,0,0,0,0,39,0,0
13,0,2,10,0,6,2,0,1,0,0,39,0,0
10,0,2,8,2,2,5,0,1,0,0,39,0,0
15,0,68,12,2,8,3,0,1,8,0,39,0,1
6,0,4,8,2,2,3,0,0,0,0,24,0,0
25,0,13,9,2,10,3,4,1,0,0,42,0,0
13,0,6,8,2,10,4,3,1,0,0,39,24,0
44,0,6,10,0,0,2,0,1,7,0,39,0,1
56,3,13,8,0,8,2,0,1,0,0,39,0,1
25,2,7,9,0,9,2,0,1,0,0,64,0,0
3,0,12,9,2,2,1,0,0,0,0,24,0,0
9,0,16,12,2,2,1,0,1,0,0,39,0,0
8,0,7,12,2,4,3,0,1,0,0,44,0,0
43,0,23,4,0,2,2,0,1,0,0,29,0,0
1,0,15,6,2,1,1,0,1,0,0,29,0,0
43,8,27,12,0,14,2,0,1,0,0,39,0,1
53,8,20,9,2,14,3,0,1,1,0,0,0,0
9,0,7,9,0,3,2,0,1,2,0,42,0,0
34,8,12,8,0,14,2,0,1,0,0,59,0,0
13,0,15,8,3,2,3,0,0,0,0,39,0,0
27,0,11,8,0,1,2,0,1,0,0,54,0,0
13,4,12,9,2,2,1,0,0,0,0,9,0,0
13,5,12,9,1,8,5,4,1,0,0,39,0,0
16,4,12,9,0,12,2,0,1,0,0,39,0,1
1,8,5,5,2,14,4,0,1,0,0,5,0,0
34,1,1,8,0,4,2,0,1,0,0,44,0,1
27,0,1,9,0,4,2,0,1,0,0,49,0,0
25,0,6,8,2,7,5,0,0,0,0,39,0,0
16,0,13,12,0,4,0,0,0,0,0,39,0,1
38,5,10,13,2,5,3,0,0,0,0,44,0,1
49,0,5,8,0,4,2,0,1,0,0,39,0,1
2,8,24,8,2,14,1,3,0,0,0,39,0,0
54,2,15,9,0,4,2,0,1,0,0,39,0,1
37,0,14,13,0,4,2,0,1,0,0,54,0,1
21,0,8,12,0,4,2,0,1,0,39,59,0,1
5,0,11,9,2,10,1,0,1,0,0,29,0,0
4,0,13,8,2,7,1,0,1,0,0,39,0,0
31,5,9,8,1,8,5,0,1,0,0,37,0,0
10,0,13,8,0,4,2,0,1,3,0,44,0,0
15,0,1,14,2,5,3,0,1,0,0,49,0,0
29,1,3,9,0,10,2,0,1,0,0,39,0,0
19,0,26,8,3,8,5,0,0,0,0,39,0,0
39,0,1,12,0,4,2,0,1,0,0,44,0,1
33,0,9,13,0,5,2,0,1,0,0,49,0,1
17,2,18,8,2,2,5,1,1,0,0,39,19,0
14,3,2,14,2,4,3,0,1,0,0,54,41,0
3,0,6,9,2,2,1,0,1,0,0,14,0,0
32,2,2,12,0,4,2,0,1,0,0,59,0,1
25,0,2,9,1,1,3,0,1,0,0,39,0,1
13,0,15,12,0,0,2,0,1,0,0,34,0,1
31,4,14,13,0,5,2,0,1,0,0,47,0,1
37,4,15,13,0,4,2,4,1,0,0,39,0,1
3,0,16,9,2,8,1,0,0,0,0,9,0,0
55,0,5,8,1,2,3,0,0,0,0,15,0,0
13,0,11,9,2,3,5,0,0,0,0,24,0,0
27,4,11,9,0,2,2,0,1,0,0,39,0,0
7,0,5,12,2,4,3,0,0,0,0,29,0,0
36,0,4,9,1,8,3,0,0,0,0,39,0,0
40,0,11,12,0,3,2,0,1,0,0,39,0,1
12,0,13,5,2,1,3,0,1,0,0,39,0,0
28,1,5,12,0,5,2,0,1,0,0,79,0,0
21,3,8,12,2,5,3,0,0,0,0,39,0,0
14,0,20,10,0,4,2,0,1,0,0,49,0,1
15,4,9,8,0,1,2,0,1,0,0,39,0,0
4,0,13,9,2,3,1,0,0,0,0,24,0,0
48,0,13,8,0,3,2,0,1,0,0,64,0,1
29,0,10,8,0,2,2,0,1,0,0,39,0,0
24,0,11,9,2,4,3,0,1,0,0,49,0,1
3,0,3,8,2,6,1,0,1,0,0,51,0,0
38,0,7,12,1,4,5,0,1,0,0,44,0,1
45,2,5,15,0,4,2,1,1,0,0,39,27,1
2,0,12,6,2,2,1,0,0,0,0,19,0,0
46,8,4,8,0,14,2,0,1,0,0,39,0,1
17,0,6,10,2,1,3,0,1,0,0,39,0,0
35,0,15,8,3,2,3,4,0,0,0,36,0,0
38,0,14,8,0,1,2,0,1,0,0,39,0,0
8,0,18,9,0,12,4,0,1,0,0,23,0,0
38,0,20,9,1,4,5,0,0,0,0,39,5,0
26,0,12,12,0,4,2,0,1,0,0,44,0,1
35,3,16,13,4,3,5,0,1,0,0,49,36,1
25,0,39,9,0,8,0,4,0,0,0,39,0,1
31,4,14,11,3,4,3,0,1,0,28,39,0,0
15,5,10,9,1,8,5,0,0,0,0,39,0,0
5,0,12,10,2,1,1,4,1,0,0,39,0,0
36,0,10,9,1,4,5,0,0,0,0,39,0,0
4,0,7,9,2,5,1,0,0,0,0,14,0,0
2,0,11,8,2,3,1,0,0,0,0,24,0,0
42,0,7,8,0,11,4,1,0,0,0,59,15,0
7,0,19,8,2,8,5,0,0,0,0,39,0,0
5,0,1,9,2,3,3,0,0,0,0,19,0,0
27,5,7,10,0,12,2,0,1,0,0,39,0,0
37,0,7,8,1,7,1,0,1,0,0,39,0,0
2,0,10,8,0,4,0,0,0,0,0,39,0,0
28,0,5,12,0,4,2,0,1,0,0,39,0,1
15,0,11,12,2,5,3,0,1,0,0,49,0,0
32,0,10,1,0,2,2,0,1,0,0,39,0,0
39,2,7,13,1,5,3,0,0,0,0,34,0,0
8,0,11,9,2,8,1,4,0,0,0,19,0,0
25,5,1,13,0,5,2,0,1,0,0,39,0,1
19,0,13,8,0,1,2,0,1,0,0,39,0,1
31,4,13,10,1,8,3,0,0,0,0,39,0,0
38,0,18,9,0,3,2,0,1,0,0,31,0,0
24,0,12,12,3,3,3,0,1,0,0,39,0,0
40,1,4,9,1,3,5,0,0,0,0,47,0,0
7,0,7,10,2,0,3,0,1,0,0,39,0,0
18,1,12,8,0,1,2,0,1,0,0,59,0,0
11,4,10,8,2,1,5,4,1,0,0,39,0,0
16,0,6,12,2,5,3,0,1,0,0,39,0,1
56,1,8,9,0,9,2,0,1,0,0,73,0,0
27,4,19,7,0,10,2,0,1,0,31,39,0,0
16,0,6,11,1,5,5,4,0,0,0,34,0,0
37,0,15,9,3,8,1,0,1,0,0,39,12,0
2,0,8,7,2,2,1,0,1,0,0,9,0,0
22,0,16,5,4,10,5,4,1,0,0,39,0,0
25,3,11,10,1,8,1,4,0,0,0,39,0,0
13,0,17,8,2,1,1,0,1,0,0,44,0,0
54,8,9,9,0,14,2,0,1,0,0,3,0,1
30,2,12,12,4,4,3,0,0,0,0,49,41,0
31,0,2,9,0,8,0,0,0,0,0,39,0,0
40,4,37,9,0,8,0,0,0,0,0,14,0,0
12,0,27,8,0,1,2,4,1,2,0,39,0,0
39,5,19,14,0,5,2,0,1,15,0,39,0,1
34,5,2,12,5,5,3,0,1,6,0,39,0,0
31,0,19,6,1,8,5,0,0,0,0,39,0,0
26,2,2,8,0,4,2,0,1,0,0,39,0,0
6,0,12,9,2,7,1,0,1,0,0,24,0,0
26,0,22,2,0,2,2,0,1,0,0,43,20,0
26,3,4,9,1,4,5,1,0,0,0,39,0,0
30,0,14,8,1,4,3,0,0,0,0,39,0,0
29,0,25,9,0,3,2,4,1,15,0,98,0,1
39,0,4,8,0,4,2,1,1,0,0,54,0,0
41,0,10,12,0,12,2,0,1,0,0,39,0,1
9,0,6,7,2,1,1,0,1,0,0,39,0,0
27,0,8,8,0,10,2,0,1,0,0,29,24,0
18,2,7,12,1,9,3,0,1,0,0,59,0,0
11,4,15,12,1,5,4,0,0,0,0,39,0,0
9,0,11,8,2,7,1,0,0,2,0,39,0,0
21,0,6,9,2,4,3,0,0,0,0,39,0,0
32,0,27,9,1,3,5,0,1,0,0,44,0,0
22,0,14,8,0,2,2,0,1,0,0,44,0,0
1,0,14,5,2,1,3,0,1,0,0,29,0,0
54,0,8,10,0,7,2,0,1,9,0,49,0,1
21,0,15,8,1,8,5,0,0,0,0,36,0,0
29,0,48,8,0,1,2,0,1,0,0,45,0,0
40,0,13,8,0,3,2,0,1,0,0,54,0,1
48,0,22,8,0,7,2,0,1,0,0,39,0,0
19,4,14,9,1,8,1,0,0,0,0,37,0,0
7,0,8,8,2,3,1,0,1,0,0,39,0,0
26,4,7,8,0,12,2,0,1,0,0,89,0,0
7,0,21,9,2,6,1,0,1,0,0,29,0,0
10,8,13,9,2,14,1,0,1,0,0,11,0,0
40,4,13,8,0,10,2,0,1,0,0,39,0,1
25,0,13,12,0,5,2,0,1,0,37,39,0,1
31,1,12,2,0,3,2,0,1,0,43,49,20,0
5,0,7,9,2,6,1,0,1,0,0,39,0,0
13,0,16,8,2,1,1,4,1,0,0,39,0,0
16,5,13,9,5,9,1,0,1,0,0,49,0,0
56,0,32,4,4,2,5,4,0,0,0,19,0,0
53,1,15,14,0,5,2,0,1,99,0,39,0,1
3,0,8,9,2,8,4,0,1,0,0,24,0,0
9,4,12,12,2,1,1,0,1,0,0,24,0,0
40,0,13,9,0,3,2,0,1,0,36,49,0,1
26,0,21,13,2,5,3,0,0,8,0,49,0,1
42,0,8,12,1,4,5,0,0,0,0,34,0,0
8,0,16,12,2,0,1,0,1,0,0,39,0,0
25,0,13,10,0,0,0,0,0,0,0,37,0,1
24,0,12,5,0,4,2,0,1,0,0,39,0,1
21,0,11,8,0,2,2,0,1,0,0,44,41,0
9,0,1,11,1,8,5,0,0,0,0,39,0,0
27,2,4,12,0,3,1,1,0,0,0,39,15,1
20,0,7,8,2,1,1,0,1,0,0,39,0,0
25,0,21,8,0,7,2,0,1,0,0,39,0,0
15,0,1,12,2,5,3,0,0,0,0,39,0,0
6,0,13,8,2,4,1,0,0,0,0,39,0,0
20,0,8,10,0,1,2,0,1,0,0,39,0,0
26,0,1,5,0,7,2,0,1,0,0,39,0,0
13,0,19,8,0,1,2,0,1,0,0,59,0,0
9,0,11,8,2,8,5,0,0,0,0,45,0,0
7,0,14,12,2,4,3,0,1,0,0,39,0,0
18,0,11,8,3,3,5,4,0,0,0,19,0,0
11,0,12,8,0,8,2,0,1,2,0,44,0,0
16,0,29,12,0,3,2,4,1,15,0,49,0,1
17,0,12,9,5,5,3,0,1,0,0,39,0,0
22,0,10,12,1,4,3,0,0,0,0,54,0,0
5,0,21,9,2,7,1,0,1,0,0,29,41,0
23,0,2,10,0,1,2,0,1,0,0,39,0,0
34,0,10,12,0,4,2,0,1,0,0,39,0,1
16,0,6,9,2,8,3,0,1,0,0,29,0,0
24,3,14,8,0,4,2,0,1,0,0,39,0,1
42,3,12,9,0,4,2,0,1,15,0,39,0,1
4,0,13,8,2,8,1,0,0,0,0,19,0,0
47,8,15,8,1,14,3,0,0,0,44,39,0,0
40,0,3,12,0,8,2,0,1,0,0,49,0,0
14,4,12,12,0,12,2,0,1,0,0,39,0,0
23,0,5,9,1,4,5,0,0,0,0,38,0,0
9,0,13,11,2,5,3,0,1,0,0,49,0,1
17,0,6,8,0,7,2,0,1,0,0,39,0,1
25,5,11,12,2,5,3,0,1,0,0,39,0,0
34,0,18,9,1,1,3,0,1,0,0,39,0,0
28,0,10,9,0,10,2,0,1,0,0,39,0,0
11,0,10,12,2,4,3,0,1,0,0,39,0,0
11,0,11,12,2,5,3,1,1,13,0,39,0,1
42,0,8,2,0,7,2,0,1,0,0,39,16,0
9,0,15,9,2,0,1,0,1,0,0,14,20,0
15,0,17,8,0,7,0,2,0,0,0,39,0,0
23,0,16,8,0,4,2,0,1,0,0,49,0,1
39,0,1,10,0,1,2,0,1,0,0,39,0,1
6,0,10,10,2,2,1,0,0,0,0,11,0,0
28,0,9,11,3,4,3,0,1,0,0,39,0,0
25,8,13,10,0,14,0,0,0,0,32,4,41,0
28,0,10,7,1,10,3,0,0,0,0,39,0,0
45,0,31,3,0,9,2,0,1,0,0,53,0,0
16,0,4,10,0,7,2,0,1,0,0,39,0,0
19,0,15,12,0,4,2,0,1,0,0,44,0,1
12,0,16,9,0,1,2,0,1,0,0,39,0,0
41,0,8,12,0,4,2,1,1,0,0,39,15,1
16,0,2,15,0,5,2,0,1,0,0,64,0,1
30,5,15,3,2,2,3,4,0,0,0,39,0,0
10,1,14,8,0,2,0,0,0,0,31,19,0,0
27,2,2,8,0,1,2,0,1,0,0,39,0,0
46,4,6,8,1,2,3,0,0,0,0,34,0,0
44,5,3,13,0,5,2,1,1,0,0,37,11,1
51,0,12,8,1,3,3,0,0,0,0,19,0,0
3,0,17,8,2,3,5,4,0,0,0,29,0,0
39,8,10,8,2,14,3,0,0,0,0,39,0,0
32,0,28,5,0,1,2,0,1,0,0,64,0,1
3,5,1,8,2,8,3,0,0,0,0,19,0,0
3,0,1,9,2,2,3,0,0,0,0,29,0,0
27,0,11,8,1,4,5,0,0,0,0,39,0,0
15,0,9,15,0,5,0,0,0,0,0,89,0,0
49,0,5,9,0,4,0,0,0,0,0,44,0,0
16,0,10,8,2,7,3,0,0,0,0,39,0,0
20,5,11,13,0,5,2,0,1,0,0,39,0,1
25,0,23,8,0,7,2,0,1,0,0,39,20,0
17,4,9,9,0,12,2,0,1,3,0,39,0,0
56,8,17,5,1,14,3,0,1,0,0,11,0,0
18,0,22,12,0,3,2,0,1,0,39,49,0,1
11,0,14,9,2,1,3,0,1,0,0,44,0,0
59,2,10,6,2,4,3,0,1,0,0,49,0,0
23,8,18,5,4,14,5,0,0,0,0,14,0,0
35,0,6,8,0,1,2,0,1,0,37,39,0,1
31,0,1,8,0,9,2,0,1,0,0,39,0,0
15,0,16,9,2,5,3,0,1,0,0,39,0,0
24,0,17,13,2,4,3,0,0,0,0,39,0,1
32,0,12,8,1,3,3,0,0,0,0,29,0,0
20,4,16,12,2,12,3,4,1,0,0,39,0,0
2,0,7,8,2,2,1,0,1,0,0,19,0,0
17,0,40,8,2,4,3,0,0,0,0,39,0,0
18,0,10,13,0,3,2,0,1,0,0,39,0,0
35,0,9,9,0,1,2,0,1,3,0,47,0,1
23,5,15,11,1,5,3,0,0,0,0,39,0,0
4,0,3,8,2,2,1,0,1,0,0,34,0,0
51,4,11,9,1,8,3,4,0,0,0,19,0,0
26,0,1,10,2,8,3,0,0,0,0,59,0,0
43,0,5,6,0,7,2,0,1,0,0,39,0,0
15,4,14,8,2,12,3,4,1,0,0,39,0,0
3,0,24,9,2,2,5,4,0,2,0,29,0,0
31,0,1,9,1,4,3,0,0,0,0,47,0,0
52,0,10,3,0,2,2,0,1,0,0,29,0,0
14,0,5,9,0,6,2,0,1,0,0,39,0,0
18,0,1,8,2,6,3,0,1,0,0,59,0,0
33,0,22,3,0,7,2,0,1,0,0,39,0,0
